experiment_id,model_IE,model_Markdown_Generation,processing_time,sample_num,dataset,chunking_method,chunk_size,overlap,prompt_type,example_num,prompt_token_size,level_type,transformation_method,file_name,ground_truth,predictions,mapped_pred,cleaned_pred,cleaned_gt,precision_initial_exact,precision_mapped_exact,precision_cleaned_exact,recall_initial_exact,recall_mapped_exact,recall_cleaned_exact,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,precision_initial_substring,precision_mapped_substring,precision_cleaned_substring,recall_initial_substring,recall_mapped_substring,recall_cleaned_substring,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,precision_initial_fuzzy,precision_mapped_fuzzy,precision_cleaned_fuzzy,recall_initial_fuzzy,recall_mapped_fuzzy,recall_cleaned_fuzzy,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy
52,llama3-70b-8192,gpt-4o,7.95,40,vrdu,fixed,633,,few_shot,0,367,UTL,layout-aware,"20180430_Public Strategies Washington, Inc._Amendment_Amendment.pdf","{'registrant_name': ['Public Strategies Washington, Inc.'], 'registration_num': ['04486'], 'file_date': ['April 30, 2018'], 'signer_name': [""Joseph P. O'Neill""]}","{""file_date"": ""04/30/2018"", ""foreign_principle_name"": ""Secretar\u00eda de Econom\u00eda"", ""registrant_name"": ""Public Strategies Washington, Inc."", ""registration_num"": ""04486"", ""signer_name"": ""Joseph P. O'Neill"", ""signer_title"": """"}","{'file_date': '04/30/2018', 'foreign_principle_name': 'Secretaría de Economía', 'registrant_name': 'Public Strategies Washington, Inc.', 'registration_num': '04486', 'signer_name': ""Joseph P. O'Neill"", 'signer_title': ''}","{'file_date': '2018-04-30', 'foreign_principle_name': 'Secretaria De Economia', 'registrant_name': 'Public Strategies Washington, Inc.', 'registration_num': '04486', 'signer_name': ""Joseph P. O'neill"", 'signer_title': ''}","{'file_date': ['2018-04-30'], 'foreign_principle_name': '', 'registrant_name': ['Public Strategies Washington, Inc.'], 'registration_num': ['04486'], 'signer_name': [""Joseph P. O'neill""], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,8.1,40,vrdu,fixed,633,,few_shot,0,322,UTL,layout-aware,"20150105_Squire Patton Boggs, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Squire Patton Boggs (US) LLP'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'file_date': ['January 05, 2015']}","{""file_date"": ""01/05/2015"", ""foreign_principle_name"": ""('The Government of Georgia', 'The Government of Kosovo')"", ""registrant_name"": ""Squire Patton Boggs (US) LLP"", ""registration_num"": ""2165"", ""signer_name"": ""Edward J. Newberry"", ""signer_title"": """"}","{'file_date': '01/05/2015', 'foreign_principle_name': ""('The Government of Georgia', 'The Government of Kosovo')"", 'registrant_name': 'Squire Patton Boggs (US) LLP', 'registration_num': '2165', 'signer_name': 'Edward J. Newberry', 'signer_title': ''}","{'file_date': '2015-01-05', 'foreign_principle_name': ""('the Government Of Georgia', 'the Government Of Kosovo')"", 'registrant_name': 'Squire Patton Boggs (us) Llp', 'registration_num': '2165', 'signer_name': 'Edward J. Newberry', 'signer_title': ''}","{'file_date': ['2015-01-05'], 'foreign_principle_name': '', 'registrant_name': ['Squire Patton Boggs (us) Llp'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,9.56,40,vrdu,fixed,633,,few_shot,0,387,UTL,layout-aware,"20180105_Hill and Knowlton Strategies, LLC_Amendment_Amendment.pdf","{'registrant_name': ['Hill and Knowlton Strategies, LLC'], 'registration_num': ['3301'], 'file_date': ['January 05, 2018'], 'signer_title': ['Global General Couns'], 'signer_name': ['Meredith Marks']}","{""file_date"": ""01/05/2018"", ""foreign_principle_name"": ""Ministry of Economy and Planning, Kingdom of Saudi Arabia"", ""registrant_name"": ""Hill and Knowlton Strategies, LLC"", ""registration_num"": """", ""signer_name"": ""Meredith Marks"", ""signer_title"": ""Global General Couns""}","{'file_date': '01/05/2018', 'foreign_principle_name': 'Ministry of Economy and Planning, Kingdom of Saudi Arabia', 'registrant_name': 'Hill and Knowlton Strategies, LLC', 'registration_num': '', 'signer_name': 'Meredith Marks', 'signer_title': 'Global General Couns'}","{'file_date': '2018-01-05', 'foreign_principle_name': 'Ministry Of Economy And Planning, Kingdom Of Saudi Arabia', 'registrant_name': 'Hill And Knowlton Strategies, Llc', 'registration_num': '', 'signer_name': 'Meredith Marks', 'signer_title': 'global general couns'}","{'file_date': ['2018-01-05'], 'foreign_principle_name': '', 'registrant_name': ['Hill And Knowlton Strategies, Llc'], 'registration_num': ['3301'], 'signer_name': ['Meredith Marks'], 'signer_title': ['global general couns']}",0.75,0.75,1.0,0.75,0.75,0.8,0.75,0.75,0.888888888888889,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}",0.75,0.75,1.0,0.75,0.75,0.8,0.75,0.75,0.888888888888889,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1, 'signer_title': 1}"
52,llama3-70b-8192,gpt-4o,4.72,40,vrdu,fixed,633,,few_shot,0,301,UTL,layout-aware,"20090930_Garvey, Schubert _ Barer_Amendment_Amendment.pdf","{'registration_num': ['3047'], 'registrant_name': ['Garvey Schubert Barer'], 'file_date': ['September 30, 2009'], 'signer_name': ['Harold G. Bailey, Jr.']}","{""file_date"": ""September 30, 2009"", ""foreign_principle_name"": ""Japan Fisheries Association"", ""registrant_name"": ""Garvey Schubert Barer"", ""registration_num"": ""3047"", ""signer_name"": ""Harold G. Bailey, Jr."", ""signer_title"": """"}","{'file_date': 'September 30, 2009', 'foreign_principle_name': 'Japan Fisheries Association', 'registrant_name': 'Garvey Schubert Barer', 'registration_num': '3047', 'signer_name': 'Harold G. Bailey, Jr.', 'signer_title': ''}","{'file_date': '2009-09-30', 'foreign_principle_name': 'Japan Fisheries Association', 'registrant_name': 'Garvey Schubert Barer', 'registration_num': '3047', 'signer_name': 'Harold G. Bailey, Jr.', 'signer_title': ''}","{'file_date': ['2009-09-30'], 'foreign_principle_name': '', 'registrant_name': ['Garvey Schubert Barer'], 'registration_num': ['3047'], 'signer_name': ['Harold G. Bailey, Jr.'], 'signer_title': ''}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,3.8,40,vrdu,fixed,633,,few_shot,0,209,UTL,layout-aware,"20170815_Pillsbury Winthrop Shaw Pittman, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Pillsbury Winthrop Shaw Pittman LLP'], 'registration_num': ['5198'], 'file_date': ['August 15, 2017'], 'signer_name': ['Stephan E. Becker']}","{""file_date"": ""August 15, 2017"", ""foreign_principle_name"": ""Government of Georgia"", ""registrant_name"": ""Pillsbury Winthrop Shaw Pittman LLP"", ""registration_num"": ""5198"", ""signer_name"": ""Stephan E. Becker"", ""signer_title"": """"}","{'file_date': 'August 15, 2017', 'foreign_principle_name': 'Government of Georgia', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman LLP', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': ''}","{'file_date': '2017-08-15', 'foreign_principle_name': 'Government Of Georgia', 'registrant_name': 'Pillsbury Winthrop Shaw Pittman Llp', 'registration_num': '5198', 'signer_name': 'Stephan E. Becker', 'signer_title': ''}","{'file_date': ['2017-08-15'], 'foreign_principle_name': '', 'registrant_name': ['Pillsbury Winthrop Shaw Pittman Llp'], 'registration_num': ['5198'], 'signer_name': ['Stephan E. Becker'], 'signer_title': ''}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,7.5,40,vrdu,fixed,633,,few_shot,0,355,UTL,layout-aware,20110527_Monaco Government Tourist Office_Amendment_Amendment.pdf,"{'registration_num': ['2327'], 'registrant_name': ['Monaco Government Tourist Office'], 'file_date': ['05/24/2011'], 'signer_name': ['MAGUY MACCARIO-BOYLE']}","{""file_date"": ""05/24/2011"", ""foreign_principle_name"": ""Direction du Tourisme et des Congres (DTC)"", ""registrant_name"": ""Monaco Government Tourist Office"", ""registration_num"": ""2327"", ""signer_name"": ""MAGGY MACCARIO-DOYLE"", ""signer_title"": """"}","{'file_date': '05/24/2011', 'foreign_principle_name': 'Direction du Tourisme et des Congres (DTC)', 'registrant_name': 'Monaco Government Tourist Office', 'registration_num': '2327', 'signer_name': 'MAGGY MACCARIO-DOYLE', 'signer_title': ''}","{'file_date': '2011-05-24', 'foreign_principle_name': 'Direction Du Tourisme Et Des Congres (dtc)', 'registrant_name': 'Monaco Government Tourist Office', 'registration_num': '2327', 'signer_name': 'Maggy Maccario-doyle', 'signer_title': ''}","{'file_date': ['2011-05-24'], 'foreign_principle_name': '', 'registrant_name': ['Monaco Government Tourist Office'], 'registration_num': ['2327'], 'signer_name': ['Maguy Maccario-boyle'], 'signer_title': ''}",0.75,0.75,0.75,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.75,0.75,0.75,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,4.87,40,vrdu,fixed,633,,few_shot,0,231,UTL,layout-aware,19850801_St. Lucia Tourist Board_Amendment_Amendment.pdf,"{'registrant_name': ['ST.LUCIA TOURIST BOARD'], 'registration_num': ['3668'], 'signer_name': ['CATHERINE REDMAN-RANDELL'], 'signer_title': ['U.S. MANAGER'], 'file_date': ['15+9\nAugust\n1,1985\nday of']}","{""file_date"": ""August 13, 1985"", ""foreign_principle_name"": """", ""registrant_name"": ""ST. LUCIA TOURIST BOARD"", ""registration_num"": ""3668"", ""signer_name"": ""CATHERINE REDMAN-RANDELL"", ""signer_title"": ""U.S. MANAGER""}","{'file_date': 'August 13, 1985', 'foreign_principle_name': '', 'registrant_name': 'ST. LUCIA TOURIST BOARD', 'registration_num': '3668', 'signer_name': 'CATHERINE REDMAN-RANDELL', 'signer_title': 'U.S. MANAGER'}","{'file_date': '1985-08-13', 'foreign_principle_name': '', 'registrant_name': 'St. Lucia Tourist Board', 'registration_num': '3668', 'signer_name': 'Catherine Redman-randell', 'signer_title': 'u.s. manager'}","{'file_date': ['15+9 august 1,1985 day of'], 'foreign_principle_name': '', 'registrant_name': ['St.lucia Tourist Board'], 'registration_num': ['3668'], 'signer_name': ['Catherine Redman-randell'], 'signer_title': ['u.s. manager']}",0.6,0.6,0.6,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,0.7499999999999999,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6,0.6,0.6,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,0.7499999999999999,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}"
52,llama3-70b-8192,gpt-4o,8.98,40,vrdu,fixed,633,,few_shot,0,387,UTL,layout-aware,"20130815_Squire Patton Boggs, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Patton Boggs LLP'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'file_date': ['August 15, 2013']}","{""file_date"": ""08/15/2013"", ""foreign_principle_name"": ""Banque du Liban"", ""registrant_name"": ""Patton Boggs LLP"", ""registration_num"": ""2165"", ""signer_name"": ""Edward J. Newberry"", ""signer_title"": """"}","{'file_date': '08/15/2013', 'foreign_principle_name': 'Banque du Liban', 'registrant_name': 'Patton Boggs LLP', 'registration_num': '2165', 'signer_name': 'Edward J. Newberry', 'signer_title': ''}","{'file_date': '2013-08-15', 'foreign_principle_name': 'Banque Du Liban', 'registrant_name': 'Patton Boggs Llp', 'registration_num': '2165', 'signer_name': 'Edward J. Newberry', 'signer_title': ''}","{'file_date': ['2013-08-15'], 'foreign_principle_name': '', 'registrant_name': ['Patton Boggs Llp'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,10.51,40,vrdu,fixed,633,,few_shot,0,494,UTL,layout-aware,19770101_Representative of the Turkish Republic of Northern Cyprus_Amendment_Amendment.pdf,"{'registrant_name': ['OFFICE OF TURKISH\nCYPRIOT COMMUNITY'], 'registration_num': ['2619'], 'signer_name': ['Nail Atalay'], 'signer_title': ['Director'], 'file_date': ['28th day of December\n1976']}","{""file_date"": ""December 28, 1976"", ""foreign_principle_name"": """", ""registrant_name"": ""OFFICE OF TURKISH CYPRIOT COMMUNITY"", ""registration_num"": ""2619"", ""signer_name"": ""Nail Atalay"", ""signer_title"": ""Director""}","{'file_date': 'December 28, 1976', 'foreign_principle_name': '', 'registrant_name': 'OFFICE OF TURKISH CYPRIOT COMMUNITY', 'registration_num': '2619', 'signer_name': 'Nail Atalay', 'signer_title': 'Director'}","{'file_date': '1976-12-28', 'foreign_principle_name': '', 'registrant_name': 'Office Of Turkish Cypriot Community', 'registration_num': '2619', 'signer_name': 'Nail Atalay', 'signer_title': 'director'}","{'file_date': ['1976-12-28'], 'foreign_principle_name': '', 'registrant_name': ['Office Of Turkish Cypriot Community'], 'registration_num': ['2619'], 'signer_name': ['Nail Atalay'], 'signer_title': ['director']}",0.6,0.6,1.0,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,1.0,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6,0.6,1.0,1.0,1.0,1.0,0.7499999999999999,0.7499999999999999,1.0,"{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}"
52,llama3-70b-8192,gpt-4o,7.4,40,vrdu,fixed,633,,few_shot,0,290,UTL,layout-aware,"20170224_Alston _ Bird, LLP_Amendment_Amendment.pdf","{'registrant_name': ['Alston & Bird LLP'], 'registration_num': ['5549'], 'file_date': ['February 24, 2017'], 'signer_name': ['Adam Biegel']}","{""file_date"": ""02/24/2017"", ""foreign_principle_name"": ""Taipei Economic and Cultural Representative Office in the United States"", ""registrant_name"": ""Alston & Bird LLP"", ""registration_num"": ""5549"", ""signer_name"": ""Adam Biegel"", ""signer_title"": """"}","{'file_date': '02/24/2017', 'foreign_principle_name': 'Taipei Economic and Cultural Representative Office in the United States', 'registrant_name': 'Alston & Bird LLP', 'registration_num': '5549', 'signer_name': 'Adam Biegel', 'signer_title': ''}","{'file_date': '2017-02-24', 'foreign_principle_name': 'Taipei Economic And Cultural Representative Office In The United States', 'registrant_name': 'Alston & Bird Llp', 'registration_num': '5549', 'signer_name': 'Adam Biegel', 'signer_title': ''}","{'file_date': ['2017-02-24'], 'foreign_principle_name': '', 'registrant_name': ['Alston & Bird Llp'], 'registration_num': ['5549'], 'signer_name': ['Adam Biegel'], 'signer_title': ''}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.75,0.75,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}"
52,llama3-70b-8192,gpt-4o,5.28,40,vrdu,fixed,633,,few_shot,0,220,UTL,layout-aware,"19920201_Sidley Austin, LLP_Amendment_Amendment.pdf","{'registration_num': ['3731'], 'registrant_name': ['Sidley & Austin'], 'file_date': ['26\nday of\nFeber\nbruary .192']}","{""file_date"": ""February 26, 1992"", ""foreign_principle_name"": ""('Moscow Narodny Bank', 'the Government of the Cayman Islands')"", ""registrant_name"": ""Sidley & Austin"", ""registration_num"": ""3731"", ""signer_name"": """", ""signer_title"": """"}","{'file_date': 'February 26, 1992', 'foreign_principle_name': ""('Moscow Narodny Bank', 'the Government of the Cayman Islands')"", 'registrant_name': 'Sidley & Austin', 'registration_num': '3731', 'signer_name': '', 'signer_title': ''}","{'file_date': '1992-02-26', 'foreign_principle_name': ""('moscow Narodny Bank', 'the Government Of The Cayman Islands')"", 'registrant_name': 'Sidley & Austin', 'registration_num': '3731', 'signer_name': '', 'signer_title': ''}","{'file_date': ['26 day of feber bruary .192'], 'foreign_principle_name': '', 'registrant_name': ['Sidley & Austin'], 'registration_num': ['3731'], 'signer_name': '', 'signer_title': ''}",0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8,0.8,0.8,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}",0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8,0.8,0.8,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}",0.596885813148789,0.596885813148789,0.6539792387543253,1.0,1.0,1.0,0.7475622968580715,0.7475622968580715,0.7907949790794979,"{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1}"
