experiment_id,model_name,processing_time,chunk_size,prompt_type,example_num,level_type,transformation_method,cleaned_gt,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,chunk_size_category
10,llama3-70b-8192,16.0,595,no_schema,,UTL,layout-aware,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 0}",0.5810991063091904,0.5810991063091904,0.6634484096668971,0.6062091503267976,0.6062091503267976,0.6725787284610817,0.6788571428571428,0.6788571428571428,0.7324561403508769,small
11,llama3-70b-8192,23.48,595,no_schema,,UTL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 0, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 0, 'signer_name': 1}",0.5882819794584502,0.5882819794584502,0.659726921071459,0.6112111511271177,0.6112111511271177,0.6738925873379658,0.6833712984054665,0.6833712984054665,0.731064763995609,small
12,llama3-70b-8192,16.66,2996,few_shot,0.0,STL,layout-aware,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.6398122885517844,0.6398122885517844,0.7195811657996533,0.6629882255932676,0.6629882255932676,0.7317727090836336,0.7254685777287762,0.7254685777287762,0.7754237288135594,max
13,llama3-70b-8192,17.01,2996,few_shot,0.0,STL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.6557195329922604,0.6557195329922604,0.7378707712041046,0.6786151558878831,0.6786151558878831,0.7491983325316659,0.7432258064516132,0.7432258064516132,0.793060718711276,max
14,llama3-70b-8192,13.02,2881,few_shot,1.0,STL,layout-aware,"{'file_date': ['2013-08-15'], 'foreign_principle_name': '', 'registrant_name': ['Patton Boggs Llp'], 'registration_num': ['2165'], 'signer_name': ['Edward J. Newberry'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.576279602750191,0.576279602750191,0.7137643946467477,0.5865892821775174,0.5865892821775174,0.7217631497043262,0.6569920844327175,0.6569920844327175,0.7705314009661832,max
15,llama3-70b-8192,17.1,2881,few_shot,1.0,STL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.5941140092400597,0.5941140092400597,0.73327997865813,0.612821492233257,0.612821492233257,0.7422702414299054,0.6758304696449029,0.6758304696449029,0.7869884575026229,max
16,llama3-70b-8192,13.66,2650,few_shot,3.0,STL,layout-aware,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.6036845041046723,0.6036845041046723,0.737921835400827,0.6136885057053124,0.6136885057053124,0.7457116179805257,0.6818700114025086,0.6818700114025086,0.7945776850886342,max
17,llama3-70b-8192,14.04,2650,few_shot,3.0,STL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.6095335103738467,0.6095335103738467,0.7460650927037482,0.6198709786945082,0.6198709786945082,0.7538548752834467,0.6833712984054665,0.6833712984054665,0.7983367983367978,max
18,llama3-70b-8192,16.81,2420,few_shot,5.0,STL,layout-aware,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.6096681096681097,0.6096681096681097,0.7422383642722626,0.6179409103137917,0.6179409103137917,0.7486615550174873,0.6887871853546907,0.6887871853546907,0.7949526813880128,max
19,llama3-70b-8192,17.44,2420,few_shot,5.0,STL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.6135825568028958,0.6135825568028958,0.7498654829163305,0.6238731137036222,0.6238731137036222,0.7582055421038473,0.6932725199543899,0.6932725199543899,0.8025078369905959,max
20,llama3-70b-8192,12.9,2996,few_shot,0.0,UTL,layout-aware,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0}",0.6489092606739666,0.6489092606739666,0.7341069761237831,0.6683837171232131,0.6683837171232131,0.7427170868347339,0.731064763995609,0.731064763995609,0.7818756585879876,max
21,llama3-70b-8192,16.95,2996,few_shot,0.0,UTL,naive,"{'file_date': ['1996-10-01'], 'foreign_principle_name': '', 'registrant_name': ['Verner, Liipfert, Bernhard, Mcpherson And Hand, Chartered'], 'registration_num': ['3712'], 'signer_name': ['Daniel Manatt'], 'signer_title': ''}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 0, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}","{'file_date': 1, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1}",0.6393387658093541,0.6393387658093541,0.710530879018274,0.6620278414396062,0.6620278414396062,0.7267106842737096,0.7226519337016573,0.7226519337016573,0.7702127659574473,max
